master_run_number,chirp_rate,fraction,CA+_mean,CA+_std_dev,CA+_percentile_0,CA+_percentile_10,CA+_percentile_20,CA+_percentile_30,CA+_percentile_40,CA+_percentile_50,CA+_percentile_60,CA+_percentile_70,CA+_percentile_80,CA+_percentile_90,CA+_percentile_100,CA-_mean,CA-_std_dev,CA-_percentile_0,CA-_percentile_10,CA-_percentile_20,CA-_percentile_30,CA-_percentile_40,CA-_percentile_50,CA-_percentile_60,CA-_percentile_70,CA-_percentile_80,CA-_percentile_90,CA-_percentile_100
15795,25.09185,0.6141196970646581,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09619,0.6174935118415118,4229.556588235294,1971.2118722719804,-4162.0,1710.0,2567.0,3199.0,3744.4000000000015,4258.0,4728.0,5225.199999999997,5831.0,6709.0,13655.0,4229.556588235294,1971.2118722719804,-4162.0,1710.0,2567.0,3199.0,3744.4000000000015,4258.0,4728.0,5225.199999999997,5831.0,6709.0,13655.0
15795,25.09619,0.6174935118415118,4074.8485882352943,2037.8722069883709,-4200.0,1487.0,2387.2000000000007,3014.0,3548.0,4057.0,4574.0,5109.199999999997,5759.0,6680.0,13668.0,4074.8485882352943,2037.8722069883709,-4200.0,1487.0,2387.2000000000007,3014.0,3548.0,4057.0,4574.0,5109.199999999997,5759.0,6680.0,13668.0
15795,25.09619,0.6174935118415118,4020.914411764706,2010.5254162044473,-3713.0,1476.0,2352.2000000000007,2980.0,3514.0,4007.0,4500.0,5018.0,5661.0,6583.0,12370.0,4020.914411764706,2010.5254162044473,-3713.0,1476.0,2352.2000000000007,2980.0,3514.0,4007.0,4500.0,5018.0,5661.0,6583.0,12370.0
15795,25.0936,0.4267961051411016,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09584,0.6519036524784586,4221.554690265487,2031.8483771910567,-3184.0,1654.0,2523.0,3171.0,3726.0,4211.0,4720.0,5256.0,5867.0,6797.0,13889.0,4221.554690265487,2031.8483771910567,-3184.0,1654.0,2523.0,3171.0,3726.0,4211.0,4720.0,5256.0,5867.0,6797.0,13889.0
15795,25.09584,0.6519036524784586,4505.367315634218,2011.2876191405676,-2498.0,1956.0,2845.0,3459.0,3984.0,4482.0,4992.5999999999985,5544.0,6171.0,7044.0,14472.0,4505.367315634218,2011.2876191405676,-2498.0,1956.0,2845.0,3459.0,3984.0,4482.0,4992.5999999999985,5544.0,6171.0,7044.0,14472.0
15795,25.09584,0.6519036524784586,4871.460176991151,2000.3250448345386,-3046.0,2349.0,3206.0,3841.0,4371.0,4864.0,5346.0,5879.0,6490.800000000003,7388.4000000000015,14137.0,4871.460176991151,2000.3250448345386,-3046.0,2349.0,3206.0,3841.0,4371.0,4864.0,5346.0,5879.0,6490.800000000003,7388.4000000000015,14137.0
15795,25.09248,0.5583691374428291,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09549,0.6175233941554927,4166.1514454277285,2027.6817592872626,-3731.0,1597.0,2487.0,3115.0,3638.0,4139.0,4640.0,5187.0,5823.800000000003,6745.0,13494.0,4166.1514454277285,2027.6817592872626,-3731.0,1597.0,2487.0,3115.0,3638.0,4139.0,4640.0,5187.0,5823.800000000003,6745.0,13494.0
15795,25.09549,0.6175233941554927,4369.514572271386,2028.0107261459123,-3363.0,1802.0,2679.0,3326.0,3867.0,4360.0,4861.0,5399.0,6033.0,6951.4000000000015,13385.0,4369.514572271386,2028.0107261459123,-3363.0,1802.0,2679.0,3326.0,3867.0,4360.0,4861.0,5399.0,6033.0,6951.4000000000015,13385.0
15795,25.09549,0.6175233941554927,4741.173470588235,2020.8627525862084,-2815.0,2191.0,3081.0,3696.0,4229.0,4723.0,5228.0,5762.0,6409.800000000003,7283.0,17206.0,4741.173470588235,2020.8627525862084,-2815.0,2191.0,3081.0,3696.0,4229.0,4723.0,5228.0,5762.0,6409.800000000003,7283.0,17206.0
15795,25.09416,0.4880007231819634,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09626,0.5788430769439017,4212.536470588236,1997.0555448016057,-3120.0,1686.0,2551.0,3167.0,3696.4000000000015,4193.0,4692.0,5215.0,5839.0,6761.0,12842.0,4212.536470588236,1997.0555448016057,-3120.0,1686.0,2551.0,3167.0,3696.4000000000015,4193.0,4692.0,5215.0,5839.0,6761.0,12842.0
